character,dialogue,movie
Tony Stark,You ever been to Germany?,captain_america_civil_war
peter parker,No.,captain_america_civil_war
Tony Stark,"Oh, you'll love it.",captain_america_civil_war
peter parker,I can't go to Germany!,captain_america_civil_war
Tony Stark,Why?,captain_america_civil_war
peter parker,I got… homework.,captain_america_civil_war
Tony Stark,I'm gonna pretend you didn't say that.,captain_america_civil_war
peter parker,I'm-I'm being serious! I can't just drop out of school!,captain_america_civil_war
Tony Stark,Might be a little dangerous. Better tell Aunt Hottie I'm taking you on a field trip.,captain_america_civil_war
peter parker,[He webs Tony's hand to the door.] Don't tell Aunt May.,captain_america_civil_war
Tony Stark,"Alright, Spider-Man. [They share an earnest look.] Get me out of this.",captain_america_civil_war
peter parker,"Sorry, I'll get the…",captain_america_civil_war
Wanda Maximoff,What is it?,captain_america_civil_war
Vision,"Stay here, please.",captain_america_civil_war
Clint Barton,Guess I shoulda knocked.,captain_america_civil_war
Wanda Maximoff,Oh my god! What are you doing here?,captain_america_civil_war
Clint Barton,Disappointing my kids. [He shoots arrows to both sides of the room.] I'm supposed to go waterskiing. Cap needs our help. Come on.,captain_america_civil_war
Vision,Clint! [Wanda and Clint stop.] You should not be here.,captain_america_civil_war
Clint Barton,"[He turns around.] Really? I retire for, what, like five minutes, and it all goes to shit.",captain_america_civil_war
Vision,Please consider the consequences of your actions.,captain_america_civil_war
Clint Barton,"Okay, they're considered. Okay, we gotta go. [Vision is held in a force field, crackling and sprakling between the two arrows.] It's this way.",captain_america_civil_war
Wanda Maximoff,I've caused enough problems.,captain_america_civil_war
Clint Barton,"[Frowning Clint runs back from the door.] You gotta help me, Wanda. Look, you wanna mope, can go to high school. You wanna make amends, you get off your ass. Shit. [Vision breaks the force field with his mind stone. He punches Clint to the floor, Clint recovers quickly.] I knew I should've stretched. [He extends a baton and tries to hit Vision, but the blows go through him. Clint resorts to punches, then tries the baton again. It breaks. Clint tries to kick Vision, but his leg goes right through him. Vision gets Clint in a headlock.]",captain_america_civil_war
Vision,"Clint, you can't overpower me.",captain_america_civil_war
Clint Barton,I know I can't. But she can.,captain_america_civil_war
Wanda Maximoff,"Vision, that's enough. Let him go. I'm leaving.",captain_america_civil_war
Vision,I can't let you.,captain_america_civil_war
Wanda Maximoff,"[She holds her hands apart, glowing with energy. Clint slips from Vision's grasp.] I'm sorry.",captain_america_civil_war
Vision,[He faulters.] If you do this… they will never stop being afraid of you.,captain_america_civil_war
Wanda Maximoff,"I can't control their fear, only my own. [She moves closer. Vision glows from within and crashes through the floor, and several floors beneath. Wanda and Clint stand over the holes in the floors.]",captain_america_civil_war
Clint Barton,Oh… Come on. We got one more stop.,captain_america_civil_war
attache,"It's just a matter of time. Our satellites are running facial, biometric, and behavioural pattern scans.",captain_america_civil_war
security chief,"[to Natasha who's standing in their way] Move, or you will be moved.",captain_america_civil_war
T'challa,As entertaining as that would be…,captain_america_civil_war
Natasha Romanov,You really think you can find him?,captain_america_civil_war
T'challa,My resources are considerable.,captain_america_civil_war
Natasha Romanov,"Yeah, it took the world 70 years to find Barnes… so you could probably do that in about half the time.",captain_america_civil_war
T'challa,You know where they are.,captain_america_civil_war
Natasha Romanov,I know someone who does.,captain_america_civil_war
sharon carter,Not sure you understand the concept of a getaway car.,captain_america_civil_war
Steve Rogers,It's low profile.,captain_america_civil_war
sharon carter,"Good, because this stuff tends to draw a crowd. [She opens the trunk of her car, revealing Steve's and Sams's gear.]",captain_america_civil_war
Bucky Barnes,[He sits behind Sam in the getaway car.] Can you move your seat up?,captain_america_civil_war
Sam Wilson,No.,captain_america_civil_war
Steve Rogers,I owe you again.,captain_america_civil_war
sharon carter,"Keeping a list. [She glances at Bucky.] You know, he kinda tried to kill me.",captain_america_civil_war
Steve Rogers,"Sorry. I'll put it on the list, too. They're going to come looking for you.",captain_america_civil_war
sharon carter,I know.,captain_america_civil_war
Steve Rogers,"Thank you, Sharon.",captain_america_civil_war
sharon carter,That was…,captain_america_civil_war
Steve Rogers,Late.,captain_america_civil_war
sharon carter,Damn right. I should go.,captain_america_civil_war
Steve Rogers,Okay.,captain_america_civil_war
Clint Barton,Cap.,captain_america_civil_war
Steve Rogers,You know I wouldn't have called If I had any other choice.,captain_america_civil_war
Clint Barton,"Hey man, you're doing me a favour. Besides, I owe a debt.",captain_america_civil_war
Steve Rogers,Thanks for having my back.,captain_america_civil_war
Wanda Maximoff,It was time to get off my ass.,captain_america_civil_war
Steve Rogers,How about our other recruit?,captain_america_civil_war
Clint Barton,"He's rarin' to go. Had to put a little coffee in him, but… he should be good.",captain_america_civil_war
Scott Lang,What timezone is this?,captain_america_civil_war
Clint Barton,Come on. Come on.,captain_america_civil_war
Scott Lang,[Scott shakes Steve's hand with an amazed look.] Captain America.,captain_america_civil_war
Steve Rogers,Mr. Lang.,captain_america_civil_war
Scott Lang,"It's an honour. I'm shaking your hand too long. Wow! This is awesome! Captain America. [He looks at Wanda.] I know you, too. You're great! [He turns back and feels Steve's shoulders.] Jeez. Ah, look, I wanna say, I know you know a lot of super people, so… Thinks for thanking of me. [To Sam.] Hey, man!",captain_america_civil_war
Sam Wilson,"What's up, Tic Tac?",captain_america_civil_war
Scott Lang,"Uh, good to see you. Look, what happened last time when I…",captain_america_civil_war
Sam Wilson,"It was a great audition, but it'll… it'll never happen again.",captain_america_civil_war
Steve Rogers,They tell you what we're up against?,captain_america_civil_war
Scott Lang,Something about some… psycho-assassins?,captain_america_civil_war
Steve Rogers,"We're outside the law on this one. So, if you come with us, you're a wanted man.",captain_america_civil_war
Scott Lang,"Yeah, well, what else is new?",captain_america_civil_war
Bucky Barnes,We should get moving.,captain_america_civil_war
Clint Barton,We got a chopper lined up.,captain_america_civil_war
man on pa #2,Dies ist eine Notsituation. Alle Passagiere müssen den Flughafen sofort evakuieren. (This is an emergency. All passengers must evacuate the airport immediately.),captain_america_civil_war
Bucky Barnes,They're evacuating the airport.,captain_america_civil_war
Sam Wilson,Stark.,captain_america_civil_war
Scott Lang,Stark?,captain_america_civil_war
Steve Rogers,Suit up.,captain_america_civil_war
Tony Stark,"Wow, it's so weird how you run into people at the airport. Don't you think that's weird?",captain_america_civil_war
james rhodes,Definitely weird.,captain_america_civil_war
Steve Rogers,"Hear me out, Tony. That doctor, the psychiatrist, he's behind all of this.",captain_america_civil_war
T'challa,[T'Challa leaps over a truck.] Captain.,captain_america_civil_war
Steve Rogers,Your highness.,captain_america_civil_war
Tony Stark,"Anyway, Ross gave me 36 hours to bring you in. That was 24 hours ago. Can you help a brother out?",captain_america_civil_war
Steve Rogers,You're after the wrong guy.,captain_america_civil_war
Tony Stark,Your judgment is askew. Your old war buddy killed innocent people yesterday.,captain_america_civil_war
Steve Rogers,"And there are five more super soldiers just like him. I can't let the doctor find them first, Tony. I can't.",captain_america_civil_war
Natasha Romanov,Steve… you know what's about to happen. Do you really wanna punch your way out of this one?,captain_america_civil_war
Tony Stark,"All right, I've run out of patience. Underoos! [Peter shoots a web, stealing Steve's shield and binding his hands.] Nice job, kid.",captain_america_civil_war
peter parker,"Thanks. Well, I could've stuck the landing a little better. It's just the new suit… Well, it's nothing, Mr. Stark. It's-It's perfect. Thank you.",captain_america_civil_war
Tony Stark,"Yeah, we don't really need to start a conversation.",captain_america_civil_war
peter parker,"Okay. Cap… Captain. Big fan, I'm Spider-Man.",captain_america_civil_war
Tony Stark,"Yeah, we'll talk about it later. Just…",captain_america_civil_war
peter parker,"Hey, everyone.",captain_america_civil_war
Tony Stark,… good job.,captain_america_civil_war
Steve Rogers,You've been busy.,captain_america_civil_war
Tony Stark,"And you've been a complete idiot. Dragging in Clint. 'Rescuing' Wanda from a place she doesn't even want to leave, a safe place. I'm trying to keep… I'm trying to keep you from tearing the Avengers apart.",captain_america_civil_war
Steve Rogers,You did that when you signed.,captain_america_civil_war
Tony Stark,"Alright, We're done. You're gonna turn Barnes over, you're gonna come with us. NOW! Because it's us! Or a squad of J-SOC guys… with no compunction about being impolite. [Steve looks aside.] Come on.",captain_america_civil_war
Sam Wilson,"[He radios Steve.] We found it. Their Quinjet's in hanger five, north runway.",captain_america_civil_war
Steve Rogers,"[Steve holds his hands up and Clint shoots the web off.] Alright, Lang.",captain_america_civil_war
peter parker,"Hey, guys, something…",captain_america_civil_war
james rhodes,Whoa. What-What the hell was that?,captain_america_civil_war
Scott Lang,"[He retrieves Steve's shield.] I believe this is yours, Captain America.",captain_america_civil_war
Tony Stark,"Oh, great. Alright, there's two on the parking deck. One of them's Maximoff, I'm gonna grab her. Rhodey, you want to take Cap?",captain_america_civil_war
james rhodes,"Got two in the terminal, Wilson and Barnes.",captain_america_civil_war
